name,salary_from,salary_to,salary_currency,area_name,published_at
Фрезеровщик,100000,,RUR,Кукмор,2022-12-19T14:19:46+0300
Инженер IT/системный администратор,65000,,RUR,Санкт-Петербург,2022-12-19T14:43:09+0300
CTO/Технический директор/Технологический директор,,300000,RUR,Москва,2022-12-19T14:35:10+0300
Специалист по обслуживанию электронного оборудования,60000,80000,RUR,Москва,2022-12-19T14:31:33+0300
Токарь,115000,,RUR,Уфа,2022-12-19T14:30:16+0300
Фрезеровщик,100000,,RUR,Ряжск,2022-12-19T14:19:46+0300
Инженер по гарантии,80000,,RUR,Красный Яр (Самарская область),2022-12-19T14:09:59+0300
Фрезеровщик,115000,,RUR,Екатеринбург,2022-12-19T14:27:11+0300
Администратор Microsoft Exchange Server,,200000,RUR,Москва,2022-12-19T14:36:37+0300
Специалист по планированию цепей поставок,42000,78000,RUR,Тюмень,2022-12-19T14:23:25+0300
Фрезеровщик,115000,,RUR,Казань,2022-12-19T14:27:11+0300
Токарь,45000,,RUR,Ижевск,2022-12-19T14:23:41+0300
Инженер линейных сооружений телефонной связи,,22900,RUR,Самара,2022-12-19T14:59:12+0300
Оператор станка с ЧПУ,100000,,RUR,Тула,2022-12-19T14:52:28+0300
Специалист технической поддержки (Можайский район),63700,,RUR,Кубинка,2022-12-19T14:25:28+0300
Fullstack php разработчик (Laravel),120000,140000,RUR,Сербия,2022-12-19T14:03:00+0300
Фрезеровщик,100000,,RUR,Данков,2022-12-19T14:19:46+0300
Монтажник радиоэлектронной аппаратуры и приборов,30250,39325,RUR,Таганрог,2022-12-19T14:07:08+0300
Фрезеровщик,100000,,RUR,Кашин,2022-12-19T14:19:46+0300
Оператор лазерного станка,60000,,RUR,Набережные Челны,2022-12-19T14:38:58+0300
Монтажник слаботочных сетей/Монтажник ОПС и видеонаблюдения,40000,,RUR,Иваново (Ивановская область),2022-12-19T14:20:19+0300
"Специалист технической поддержки (Лобня, Химки, Долгопрудный)",63700,,RUR,Долгопрудный,2022-12-19T14:26:33+0300
Руководитель проектов цифровых решений,90000,,RUR,Нижний Новгород,2022-12-19T14:42:37+0300
Оператор станка ЧПУ на производстве технологичных изделий,50000,,RUR,Березовский (Свердловская область),2022-12-19T14:05:25+0300
Системотехник,,45000,RUR,Набережные Челны,2022-12-19T14:22:34+0300
Фрезеровщик,100000,,RUR,Козьмодемьянск,2022-12-19T14:19:46+0300
Оператор/литейщик на производство,24000,30000,RUR,Тольятти,2022-12-19T14:30:04+0300
Специалист технической поддержки (Можайский район),63700,,RUR,Руза,2022-12-19T14:25:07+0300
Наладчик станков с ЧПУ,60000,65000,RUR,Набережные Челны,2022-12-19T14:54:43+0300
Оператор станка с ЧПУ,100000,,RUR,Нижнекамск,2022-12-19T14:52:28+0300
Токарь,115000,,RUR,Ульяновск,2022-12-19T14:30:16+0300
Фрезеровщик,100000,,RUR,Старый Оскол,2022-12-19T14:19:46+0300
Инженер по сервису (КИПиА),50000,,RUR,Екатеринбург,2022-12-19T14:08:24+0300
Фрезеровщик,100000,,RUR,Калязин,2022-12-19T14:19:46+0300
Инженер-механик по сельскохозяйственной технике,50000,,RUR,Иловля,2022-12-19T14:49:45+0300
Токарь,115000,,RUR,Казань,2022-12-19T14:30:16+0300
Фрезеровщик,115000,,RUR,Пермь,2022-12-19T14:27:11+0300
Программист 1C,200000,,RUR,Красноярск,2022-12-19T14:02:07+0300
Технолог - аналитик,35000,,RUR,Санкт-Петербург,2022-12-19T14:25:56+0300
PHP-разработчик,,150000,RUR,Томск,2022-12-19T14:28:19+0300
Фрезеровщик,40000,,RUR,Березовский (Свердловская область),2022-12-19T14:45:24+0300
Фрезеровщик,115000,,RUR,Набережные Челны,2022-12-19T14:27:11+0300
Программист 1С,100000,,RUR,Иваново (Ивановская область),2022-12-19T14:22:11+0300
Инженер-электронщик,45000,,RUR,Санкт-Петербург,2022-12-19T14:34:44+0300
Ведущий специалист по защите информации,45000,,RUR,Пермь,2022-12-19T14:49:04+0300
Токарь,40000,,RUR,Березовский (Свердловская область),2022-12-19T14:45:19+0300
Фрезеровщик,100000,,RUR,Камышин,2022-12-19T14:19:46+0300
Инженер-проектировщик сетей связи,50000,,RUR,Пермь,2022-12-19T14:53:32+0300
Токарь,115000,,RUR,Киров (Кировская область),2022-12-19T14:30:16+0300
Руководитель проекта,60000,100000,RUR,Екатеринбург,2022-12-19T14:08:51+0300
Руководитель IT-отдела,100000,,RUR,Иваново (Ивановская область),2022-12-19T14:21:13+0300
Инженер по безопасности дорожного движения,38805,,RUR,Нижний Новгород,2022-12-19T14:25:38+0300
Фрезеровщик,100000,,RUR,Ржев,2022-12-19T14:19:46+0300
Техник (1 категория),17600,,RUR,Белгород,2022-12-19T14:55:38+0300
Фрезеровщик,100000,,RUR,Тольятти,2022-12-19T14:19:46+0300
Механик,30000,50000,RUR,Ступино,2022-12-19T14:08:06+0300
Фрезеровщик,20000,76000,RUR,Муром,2022-12-19T14:51:17+0300
Редактор текста и ввода данных (удалённо),,50000,RUR,Москва,2022-12-19T14:36:45+0300
Фрезеровщик,100000,,RUR,Рузаевка,2022-12-19T14:19:46+0300
Фрезеровщик,115000,,RUR,Ижевск,2022-12-19T14:27:11+0300
Инженер по гарантии,60000,,RUR,Нижний Новгород,2022-12-19T14:13:55+0300
Токарь,115000,,RUR,Кострома,2022-12-19T14:30:16+0300
Фрезеровщик,100000,,RUR,Рязань,2022-12-19T14:19:46+0300
Токарь-фрезеровщик,40000,80000,RUR,Санкт-Петербург,2022-12-19T14:34:59+0300
Техник по обслуживанию технологического оборудования,,55200,RUR,Сочи,2022-12-19T14:58:43+0300
Фрезеровщик,100000,,RUR,Ковров,2022-12-19T14:19:46+0300
Станочник широкого профиля,50400,117000,RUR,Челябинск,2022-12-19T14:49:16+0300
Программист Битрикс24,160000,,RUR,Санкт-Петербург,2022-12-19T14:43:33+0300
"Инженер по обслуживанию систем безопасности (АПС, СОУЭ, ОС, СВН, СКУД, АУПТ)",80000,100000,RUR,Москва,2022-12-19T14:49:49+0300
Токарь,122000,,RUR,Тверь,2022-12-19T14:30:16+0300
Системотехник,,46000,RUR,Елабуга,2022-12-19T14:22:49+0300
Дизайнер,40000,46000,RUR,Орехово-Зуево,2022-12-19T14:28:31+0300
Токарь,45000,,RUR,Набережные Челны,2022-12-19T14:31:50+0300
Авиационный техник по обслуживанию ВС SSJ 100,70200,70200,RUR,Ставрополь,2022-12-19T14:01:15+0300
Токарь 3-6 разряда (в инструментальный цех),31000,,RUR,Вологда,2022-12-19T14:51:19+0300
Токарь,115000,,RUR,Канаш,2022-12-19T14:30:16+0300
Оператор станков с ПУ,25000,39000,RUR,Муром,2022-12-19T14:16:54+0300
Инженер по гарантии,80000,,RUR,Волжский (Самарская область),2022-12-19T14:09:59+0300
Станочник широкого профиля,50400,117000,RUR,Чебаркуль,2022-12-19T14:49:12+0300
Разработчик 1С,,150000,RUR,Москва,2022-12-19T14:32:17+0300
Фрезеровщик,100000,,RUR,Балаково,2022-12-19T14:19:46+0300
Токарь,115000,,RUR,Саратов,2022-12-19T14:30:16+0300
"Электромонтер станционного оборудования телефонной связи, 5 разряд",40000,,RUR,Гари (Свердловская область),2022-12-19T14:52:07+0300
Бизнес-технолог,,50000,RUR,Самара,2022-12-19T14:13:33+0300
Фрезеровщик,45000,,RUR,Набережные Челны,2022-12-19T14:31:30+0300
Пресейл инженер,60000,90000,RUR,Москва,2022-12-19T14:59:47+0300
Программист 1C,50000,,RUR,Таганрог,2022-12-19T14:34:22+0300
Фрезеровщик,100000,,RUR,Заволжье,2022-12-19T14:19:46+0300
Дизайнер,40000,46000,RUR,Павловский Посад,2022-12-19T14:28:27+0300
Механик,50000,70000,RUR,Братск,2022-12-19T14:42:19+0300
Шлифовщик изделий электронной техники,55000,,RUR,Санкт-Петербург,2022-12-19T14:14:32+0300
Инженер-механик по сельскохозяйственной технике,50000,,RUR,Калач-на-Дону,2022-12-19T14:49:57+0300
Станочник широкого профиля (токарь),50400,117000,RUR,Миасс,2022-12-19T14:48:53+0300
Электромеханик (завод стиральных машин),40000,,RUR,Набережные Челны,2022-12-19T14:06:13+0300
Авиационный техник по обслуживанию ВС SSJ 100,70200,70200,RUR,Ростов-на-Дону,2022-12-19T14:01:15+0300
Гарантийный инженер,60000,,RUR,Нижний Новгород,2022-12-19T14:13:09+0300
Фрезеровщик,93000,,RUR,Юрга,2022-12-19T14:14:23+0300
Архитектор проектов по информационной безопасности,150000,250000,RUR,Москва,2022-12-19T14:16:07+0300
Инженер слаботочных систем (Сахалинская область),100000,100000,RUR,Белгород,2022-12-19T14:46:22+0300
Токарь-универсал,70000,,RUR,Санкт-Петербург,2022-12-19T14:50:48+0300
Оператор-наладчик 1 разряда,47000,,RUR,Тула,2022-12-19T14:01:46+0300
Токарь-универсал,55000,60000,RUR,Набережные Челны,2022-12-19T14:23:43+0300
Специалист по IT,120000,,KZT,Жезказган,2022-12-19T14:57:43+0300
Наладчик станков и манипуляторов с программным управлением,45000,,RUR,Набережные Челны,2022-12-19T14:31:21+0300
Шлифовщик изделий электронной техники,55000,,RUR,Санкт-Петербург,2022-12-19T14:02:36+0300
Руководитель отдела внедрения 1С,500000,,KZT,Астана,2022-12-19T14:58:16+0300
Оператор станка с ЧПУ,40000,50000,RUR,Набережные Челны,2022-12-19T14:23:48+0300
Механик по ремонту транспорта,39750,,RUR,Екатеринбург,2022-12-19T14:54:59+0300
Руководитель проектов (Светопрозрачные конструкции),,160000,RUR,Москва,2022-12-19T14:46:19+0300
Senior JavaScript Developer (Angular),2000,4500,USD,Бишкек,2022-12-19T14:11:08+0300
Backend-разработчик/Программист,100000,150000,RUR,Екатеринбург,2022-12-19T15:51:33+0300
Специалист технической поддержки,45000,,RUR,Санкт-Петербург,2022-12-19T15:34:57+0300
Веб-дизайнер,40000,,RUR,Екатеринбург,2022-12-19T15:21:48+0300
Аналитик данных,100000,160000,RUR,Москва,2022-12-19T15:56:59+0300
QA веб-приложений,1000,3000,USD,Москва,2022-12-19T15:16:07+0300
SRE Engineer/DevOps (Remote),,250000,RUR,Санкт-Петербург,2022-12-19T15:05:18+0300
Младший системный администратор,40000,40000,RUR,Москва,2022-12-19T15:05:29+0300
Python разработчик,50000,,RUR,Новочеркасск,2022-12-19T15:49:38+0300
Руководитель направления IT в единственном лице,180000,,RUR,Москва,2022-12-19T15:50:26+0300
Модератор сайта (удаленно),110000,160000,KZT,Павлодар,2022-12-19T15:19:24+0300
Дизайнер по настольным играм,70000,80000,RUR,Москва,2022-12-19T15:26:08+0300
Программист/web-разработчик в интернет-магазин,40000,80000,RUR,Новосибирск,2022-12-19T15:49:32+0300
Android Разработчик,130000,,RUR,Москва,2022-12-19T15:37:14+0300
Специалист технической поддержки,35000,45000,RUR,Москва,2022-12-19T15:50:38+0300
Менеджер проектов,300000,600000,KZT,Астана,2022-12-19T15:08:03+0300
Тестировщик мобильных приложений / QA инженер,70000,,RUR,Санкт-Петербург,2022-12-19T15:56:11+0300
Токарь-универсал,260000,360000,KZT,Караганда,2022-12-19T15:04:28+0300
Программист PHP,80000,,RUR,Киров (Кировская область),2022-12-19T15:54:58+0300
Аналитик SQL финансового отдела,70000,70000,RUR,Краснодар,2022-12-19T15:48:59+0300
Программист C# + SQL,275000,,RUR,Москва,2022-12-19T15:08:53+0300
Линейный механик,90000,110000,RUR,Москва,2022-12-19T15:48:33+0300
Оператор станков с ЧПУ,50000,60000,RUR,Самара,2022-12-19T15:13:27+0300
Инженер (монтаж робот-моек),100000,150000,RUR,Самара,2022-12-19T15:50:26+0300
Графический дизайнер форума недвижимости «Движение»,60000,,RUR,Тюмень,2022-12-19T15:36:21+0300
Project manager (Маркетолог / аналитик),70000,,RUR,Санкт-Петербург,2022-12-19T15:09:11+0300
Оператор пакетоделательной машины,45000,75000,RUR,Краснодар,2022-12-19T15:32:49+0300
Дизайнер,30000,,RUR,Брянск,2022-12-19T15:50:36+0300
Junior / младший администратор по направлению core system infrastructure (в Банк),70000,120000,RUR,Москва,2022-12-19T15:46:02+0300
Системный администратор,30000,45000,RUR,Москва,2022-12-19T15:11:05+0300
Программист С/C++,190000,,RUR,Москва,2022-12-19T15:08:57+0300
Продакт-менеджер,70000,,RUR,Саратов,2022-12-19T15:44:54+0300
Техник по ремонту и обслуживанию холодильного оборудования,1200,3000,BYR,Минск,2022-12-19T15:21:47+0300
Мастер ЭМР (слаботочные сети-ОПС),150000,150000,RUR,Санкт-Петербург,2022-12-19T15:32:42+0300
Мастер ЭМР (слаботочные сети-ОПС),150000,150000,RUR,Краснодар,2022-12-19T15:32:42+0300
Системный администратор,21000,22000,RUR,Тамбов,2022-12-19T15:18:11+0300
Аналитик сайта / Аналитик мобильного приложения,280000,280000,RUR,Москва,2022-12-19T15:00:43+0300
Руководитель сервисного центра,150000,200000,RUR,Москва,2022-12-19T15:11:50+0300
Продуктовый аналитик (торги),70000,100000,RUR,Ярославль,2022-12-19T15:35:38+0300
Менеджер проектов,60000,,RUR,Краснодар,2022-12-19T15:44:47+0300
Менеджер проекта,45000,50000,RUR,Ростов-на-Дону,2022-12-19T15:11:27+0300
Директор по открытию торговой точки розничной сети,70000,150000,RUR,Краснодар,2022-12-19T15:07:16+0300
Директор по открытию торговой точки розничной сети,70000,150000,RUR,Челябинск,2022-12-19T15:07:16+0300
Стажер (Веб-программист / Backend) Тамбов,20000,,RUR,Тамбов,2022-12-19T15:36:45+0300
Директор по открытию торговой точки розничной сети,70000,150000,RUR,Санкт-Петербург,2022-12-19T15:07:16+0300
DevOps инженер,230000,230000,RUR,Москва,2022-12-19T15:18:59+0300
Специалист 2-й линии техподдержки,31000,,RUR,Самара,2022-12-19T15:49:50+0300
Директор по открытию торговой точки розничной сети,70000,150000,RUR,Новосибирск,2022-12-19T15:07:16+0300
Директор по открытию торговой точки розничной сети,70000,150000,RUR,Иркутск,2022-12-19T15:07:16+0300
Копирайтер,30000,,RUR,Тюмень,2022-12-19T15:54:23+0300
Инженер по продажам,75000,,RUR,Череповец,2022-12-19T15:49:49+0300
Директор по открытию торговой точки розничной сети,70000,150000,RUR,Екатеринбург,2022-12-19T15:07:16+0300
Инженер по продажам,75000,,RUR,Казань,2022-12-19T15:49:49+0300
Оператор токарного станка с ЧПУ,30000,,RUR,Киров (Кировская область),2022-12-19T15:12:36+0300
Оператор станков с ЧПУ,70000,,RUR,Подольск (Московская область),2022-12-19T15:35:41+0300
Бизнес-аналитик,80000,,RUR,Екатеринбург,2022-12-19T15:45:46+0300
Директор АТП (эксплуатация грузовых автомобилей),250000,,RUR,Санкт-Петербург,2022-12-19T15:34:30+0300
Оператор листогибочного станка ЧПУ,112000,120000,RUR,Москва,2022-12-19T15:09:14+0300
Токарь,115000,,RUR,Екатеринбург,2022-12-19T15:24:27+0300
Инженер по продажам,75000,,RUR,Санкт-Петербург,2022-12-19T15:49:49+0300
Инженер по продажам,75000,,RUR,Москва,2022-12-19T15:49:49+0300
Техник по телекоммуникациям в санаторий Лесники,30000,40000,RUR,Курган,2022-12-19T15:47:05+0300
Штамповщик,85000,,RUR,Уфа,2022-12-19T15:15:59+0300
Frontend (VUE)-разработчик,100000,,RUR,Казань,2022-12-19T15:00:04+0300
Токарь,115000,,RUR,Тюмень,2022-12-19T15:24:27+0300
Специалист отдела технической поддержки,30000,35000,RUR,Калининград,2022-12-19T15:50:27+0300
Директор по открытию торговой точки розничной сети,70000,150000,RUR,Ярославль,2022-12-19T15:07:16+0300
Токарь-универсал,45000,,RUR,Краснодар,2022-12-19T15:33:39+0300
Ведущий ИТ-аналитик,280000,280000,RUR,Москва,2022-12-19T15:00:35+0300
PHP-программист,2000,3000,USD,Ташкент,2022-12-19T15:28:11+0300
Инженер по продажам,75000,,RUR,Уфа,2022-12-19T15:49:49+0300
Токарь,115000,,RUR,Пермь,2022-12-19T15:24:27+0300
Аналитик,55000,65000,RUR,Казань,2022-12-19T15:26:31+0300
Инженер по продажам,75000,,RUR,Челябинск,2022-12-19T15:49:49+0300
Инженер по продажам,75000,,RUR,Новосибирск,2022-12-19T15:49:49+0300
Директор по открытию торговой точки розничной сети,70000,150000,RUR,Казань,2022-12-19T15:07:16+0300
Механик,40000,,RUR,Ачинск,2022-12-19T15:50:27+0300
Механизатор трактора МТЗ-82,65000,65000,RUR,Москва,2022-12-19T15:53:37+0300
Ведущий специалист по информационной безопасности,55400,69200,RUR,Уфа,2022-12-19T15:01:08+0300
Специалист 2 линии поддержки,,95000,RUR,Москва,2022-12-19T15:01:39+0300
Токарь,115000,,RUR,Оренбург,2022-12-19T15:24:27+0300
Помощник программиста,25000,40000,RUR,Среднеуральск,2022-12-19T15:35:47+0300
Middle программист С++,60000,120000,RUR,Калининград,2022-12-19T15:37:18+0300
Web-про‎граммист 1с-Bitrix,65000,80000,RUR,Курск,2022-12-19T15:53:49+0300
Специалист технической поддержки (удаленно),31000,,RUR,Самара,2022-12-19T15:24:24+0300
Сервисный инженер,90000,,RUR,Челябинск,2022-12-19T15:34:22+0300
Программист 1С,35000,,RUR,Стерлитамак,2022-12-19T15:38:47+0300
Ведущий инженер-программист,100000,,RUR,Воронеж,2022-12-19T15:41:27+0300
Специалист по IT,40000,40000,RUR,Череповец,2022-12-19T15:33:39+0300
Стажер DevOps-инженер / системный администратор,18000,,RUR,Тамбов,2022-12-19T15:36:51+0300
"Специалист АХО (Димитрова, 118)",45000,,RUR,Воронеж,2022-12-19T15:35:41+0300
Специалист по информационной безопасности,38500,48100,RUR,Уфа,2022-12-19T15:01:08+0300
Токарь,115000,,RUR,Набережные Челны,2022-12-19T15:24:27+0300
Специалист 2-й линии техподдержки,21000,35000,RUR,Пенза,2022-12-19T15:50:56+0300
Штамповщик,85000,,RUR,Белгород,2022-12-19T15:16:30+0300
Токарь,115000,,RUR,Уфа,2022-12-19T15:24:27+0300
Программист 1С (удаленно),100000,134000,RUR,Воронеж,2022-12-19T15:41:19+0300
"Сервисный инженер по ремонту сельскохозяйственной техники Zoomlion (трактора, прицепная техника)",90000,,RUR,Уфа,2022-12-19T15:35:44+0300
Оператор станков с ЧПУ,1500,,BYR,Жодино,2022-12-19T15:53:06+0300
Менеджер отдела исполнения проектов,50000,75000,RUR,Москва,2022-12-19T15:34:14+0300
Руководитель сервисного центра (г. Реутов),,200000,RUR,Реутов,2022-12-19T15:13:27+0300
Наладчик-оператор станка с ЧПУ,35000,60000,RUR,Саранск,2022-12-19T15:49:59+0300
Токарь,115000,,RUR,Морозовск,2022-12-19T15:41:37+0300
Механик Электроинструмента,45000,,RUR,Магнитогорск,2022-12-19T15:50:38+0300
Инженер по продажам,75000,,RUR,Тюмень,2022-12-19T15:49:49+0300
"Руководитель выставки ""Движение ЭКСПО""",90000,,RUR,Тюмень,2022-12-19T15:36:21+0300
Инженер по продажам,75000,,RUR,Самара,2022-12-19T15:49:49+0300
Токарь,115000,,RUR,Владимир,2022-12-19T15:18:31+0300
Токарь,115000,,RUR,Нижний Тагил,2022-12-19T15:24:27+0300
Токарь,115000,,RUR,Омск,2022-12-19T15:24:27+0300
Токарь,50000,70000,RUR,Кропоткин,2022-12-19T15:34:34+0300
Главный специалист-эксперт отдела информационных технологий/Системный администратор,40000,,RUR,Петрозаводск,2022-12-19T15:10:26+0300
Монтажник РЭА и П (радиоэлектронной аппаратуры и приборов),,50000,RUR,Казань,2022-12-19T15:04:31+0300
Токарь,115000,,RUR,Ижевск,2022-12-19T15:24:27+0300
"Региональный менеджер (строительные материалы, производитель)",70000,120000,RUR,Екатеринбург,2022-12-19T15:51:04+0300
Специалист технической поддержки,28100,,RUR,Волгоград,2022-12-19T15:57:47+0300
Фрезеровщик,110000,,RUR,Белореченск,2022-12-19T15:37:06+0300
Оператор-наладчик,50000,55000,RUR,Конаково,2022-12-19T15:42:15+0300
Программист 1С,150000,200000,RUR,Москва,2022-12-19T15:10:51+0300
Токарь,115000,,RUR,Курган,2022-12-19T15:24:27+0300
Программист на Joomla,70000,,RUR,Калининград,2022-12-19T15:51:37+0300
Сервисный инженер по обслуживанию технологического оборудования АЗС,45000,50000,RUR,Нижний Новгород,2022-12-19T15:15:01+0300
Ведущий инженер по технической поддержке,,70000,RUR,Набережные Челны,2022-12-19T15:35:33+0300
Инженер по ремонту оборудования,,40500,RUR,Токаревка,2022-12-19T15:25:27+0300
Токарь,115000,,RUR,Тула,2022-12-19T15:18:31+0300
"Purchasing analyst, remote",40000,60000,RUR,Москва,2022-12-19T15:48:56+0300
Сервисный инженер по ремонту и обслуживанию бытовой техники,1300,,BYR,Минск,2022-12-19T15:21:36+0300
Старший механик,44800,,RUR,Цимлянск,2022-12-19T15:46:09+0300
Токарь-расточник,50000,,RUR,Кропоткин,2022-12-19T15:34:38+0300
Токарь,115000,,RUR,Ульяновск,2022-12-19T15:18:31+0300
Специалист инспекционного контроля,40000,60000,RUR,Уфа,2022-12-19T15:39:00+0300
Инженер по продажам,75000,,RUR,Пермь,2022-12-19T15:49:49+0300
Токарь в механический цех,90000,,RUR,Санкт-Петербург,2022-12-19T15:37:10+0300
Фрезеровщик,100000,,RUR,Петрозаводск,2022-12-19T15:36:13+0300
Токарь-расточник,125000,,RUR,Нижний Новгород,2022-12-19T15:45:09+0300
Штамповщик,85000,,RUR,Тамбов,2022-12-19T15:16:13+0300
Программист 1С,100000,140000,RUR,Кострома,2022-12-19T15:11:40+0300
Системный администратор (системотехник),,43000,RUR,Владикавказ,2022-12-19T15:09:10+0300
Программист-разработчик 1С,200000,,RUR,Москва,2022-12-19T15:51:46+0300
Full Stack Разработчик .NET + Angular,,200000,RUR,Москва,2022-12-19T15:55:30+0300
Токарь-расточник,125000,,RUR,Рязань,2022-12-19T15:45:09+0300
Токарь,115000,,RUR,Нижний Новгород,2022-12-19T15:18:31+0300
Технический специалист,33100,39100,RUR,Сыктывкар,2022-12-19T15:45:59+0300
Механик по выпуску автотранспорта,39550,,RUR,Новая Адыгея,2022-12-19T15:21:54+0300
Инженер-механик,46000,46000,RUR,Токаревка,2022-12-19T15:25:36+0300
Purchasing analyst with an engineering background - remote,40000,60000,RUR,Челябинск,2022-12-19T15:48:56+0300
Инженер технической поддержки пользователей 1С,120000,120000,RUR,Москва,2022-12-19T15:52:00+0300
Токарь,33000,,RUR,Вологда,2022-12-19T15:36:56+0300
Наладчик станков с ЧПУ,75000,112000,RUR,Набережные Челны,2022-12-19T15:10:50+0300
Токарь,115000,,RUR,Воронеж,2022-12-19T15:18:31+0300
Фрезеровщик,,100000,RUR,Казань,2022-12-19T15:05:11+0300
Токарь,115000,,RUR,Белгород,2022-12-19T15:18:31+0300
Токарь,115000,,RUR,Орел,2022-12-19T15:18:31+0300
Токарь,60000,,RUR,Новочеркасск,2022-12-19T15:54:21+0300
Аналитик GR,100000,150000,RUR,Москва,2022-12-19T15:44:28+0300
Фрезеровщик,70000,,RUR,Новомосковск (Тульская область),2022-12-19T15:49:49+0300
Токарь,115000,,RUR,Ярославль,2022-12-19T15:18:31+0300
Инженер по продажам,75000,,RUR,Красноярск,2022-12-19T15:49:49+0300
Токарь-расточник,125000,,RUR,Липецк,2022-12-19T15:45:09+0300
Механик по транспорту (УГАДН),70000,,RUR,Уфа,2022-12-19T15:11:43+0300
Техник по ремонту ВЭУ на Кармалиновскую ВЭС,50000,,RUR,Новоалександровск,2022-12-19T15:04:53+0300
Инженер по продажам,75000,,RUR,Нижний Новгород,2022-12-19T15:49:49+0300
Оператор станков с ЧПУ,60000,,RUR,Екатеринбург,2022-12-19T15:48:37+0300
Фрезеровщик,70000,,RUR,Киреевск,2022-12-19T15:49:49+0300
Ведущий специалист по информационным технологиям и автоматизации,40000,50000,RUR,Курган,2022-12-19T15:42:14+0300
Токарь,115000,,RUR,Калуга,2022-12-19T15:18:31+0300
"Сервисный консультант (мастер - приемщик) в ДЦ ""Hyundai""",60000,,RUR,Иваново (Ивановская область),2022-12-19T15:09:33+0300
Токарь-расточник,125000,,RUR,Орел,2022-12-19T15:45:09+0300
Веб-разработчик (middle/middle+/senior),70000,110000,RUR,Тула,2022-12-19T15:56:45+0300
Фрезеровщик,70000,,RUR,Богородицк,2022-12-19T15:49:49+0300
Инженер по продажам,75000,,RUR,Сургут,2022-12-19T15:49:49+0300
Монтажник ВОЛС (монтаж линий связи),40000,90000,RUR,Горячий Ключ,2022-12-19T15:36:29+0300
Механик по выпуску автотранспорта,39550,,RUR,Яблоновский (Республика Адыгея),2022-12-19T15:21:54+0300
Младший программист PHP (junior) в офис,25000,35000,RUR,Тамбов,2022-12-19T15:42:43+0300
Фрезеровщик,70000,,RUR,Донской,2022-12-19T15:49:49+0300
Токарь,115000,,RUR,Мичуринск,2022-12-19T15:18:31+0300
"Старший механик по ремонту спецтехники (автовышки, манипуляторы, экскаваторы погрузчики)",70000,100000,RUR,Балашиха,2022-12-19T15:19:33+0300
Руководитель проекта / Менеджер проекта (брендинг и архитектура),80000,,RUR,Тюмень,2022-12-19T15:36:21+0300
Оператор газо-плазменной резки,50000,60000,RUR,Екатеринбург,2022-12-19T15:48:14+0300
Full-stack разработчик в отдел мобильной разработки ( Екатеринбург),120000,,RUR,Екатеринбург,2022-12-19T15:08:36+0300
Инженер-механик,60000,80000,RUR,Набережные Челны,2022-12-19T15:21:07+0300
"Токарь (на станки ДИП-500, 600)",70000,,RUR,Санкт-Петербург,2022-12-19T15:12:14+0300
Фрезеровщик,70000,,RUR,Узловая,2022-12-19T15:49:49+0300
Инженер по продажам,75000,,RUR,Омск,2022-12-19T15:49:49+0300
Фрезеровщик,70000,,RUR,Кимовск,2022-12-19T15:49:49+0300
Инженер-электроник 1 категории,47700,47700,RUR,Великий Новгород,2022-12-19T15:44:54+0300
Токарь,45000,,RUR,Гулькевичи,2022-12-19T15:34:17+0300
Токарь,45000,,RUR,Староминская,2022-12-19T15:29:49+0300
Регулировщик РЭАиП,60000,85000,RUR,Москва,2022-12-19T15:05:10+0300
Техник (котельное оборудование),45000,,RUR,Екатеринбург,2022-12-19T15:48:42+0300
Purchasing analyst with an engineering background - remote,40000,60000,RUR,Санкт-Петербург,2022-12-19T15:48:56+0300
Инженер по холодильному оборудованию,60000,60000,RUR,Кострома,2022-12-19T15:05:29+0300
Стажер аналитик / бизнес-аналитик,20000,,RUR,Тамбов,2022-12-19T15:36:48+0300
Наладчик станков с ЧПУ на производство,,98000,RUR,Набережные Челны,2022-12-19T15:43:40+0300
"Системный архитектор 1С (со знанием ERP, производственный контур)",250000,,RUR,Москва,2022-12-19T15:51:53+0300
Оператор сверлильно-присадочного станка,60000,,RUR,Пермь,2022-12-19T15:11:55+0300
Токарь-карусельщик,70000,,RUR,Королев,2022-12-19T15:35:45+0300
Оператор форматно-раскроечного станка,60000,,RUR,Пермь,2022-12-19T15:12:03+0300
"Системный архитектор 1С (со знанием ERP, производственный контур)",250000,,RUR,Казань,2022-12-19T15:52:07+0300
Помощник службы технического сопровождения продаж,50000,,RUR,Санкт-Петербург,2022-12-19T15:52:52+0300
Токарь ЧПУ,40000,40000,RUR,Тольятти,2022-12-19T15:54:43+0300
Токарь в котельный цех,23500,30000,RUR,Салават,2022-12-19T15:01:08+0300
Токарь 4 разряд,22000,28000,RUR,Стерлитамак,2022-12-19T15:01:09+0300
Специалист нагрузочного тестирования,110000,,RUR,Москва,2022-12-19T16:46:17+0300
Frontend-разработчик,70000,,RUR,Москва,2022-12-19T16:51:46+0300
Веб-дизайнер Figma / Tilda,30000,45000,RUR,Томск,2022-12-19T16:04:01+0300
Верстальщик лендингов,500,1500,USD,Ташкент,2022-12-19T16:16:16+0300
Web-дизайнер,500,,USD,Минск,2022-12-19T16:46:18+0300
Разработчик Python,60000,70000,RUR,Москва,2022-12-19T16:16:04+0300
"Тестировщик / QA (web, python)",75000,,RUR,Томск,2022-12-19T16:09:49+0300
